GeneID	Base_mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj
ENSG00000150627	2.965890721	1.265415279	1.529352041	0.827419224	0.407999488	0.596872849
ENSG00000197172	2.965188979	1.265101034	1.529050879	0.827376676	0.408023596	0.596872849
ENSG00000156795	2.965890721	1.265415279	1.529352041	0.827419224	0.407999488	0.596872849
ENSG00000156931	17.63118166	-0.413675636	0.500995891	-0.825706643	0.408970523	0.598139543
ENSG00000139266	14.68663684	0.51836572	0.62793462	0.825509064	0.409082639	0.598232053
ENSG00000164182	1.965982512	-1.917901586	2.32380203	-0.825329164	0.409184739	0.598309896
ENSG00000164329	7.068237011	-0.625979133	0.758734704	-0.825030317	0.409354379	0.598445922
ENSG00000054611	10.56363097	0.602172418	0.729912098	0.824993064	0.409375529	0.598445922
ENSG00000030066	47.43922372	-0.269065764	0.326314617	-0.824559337	0.409621815	0.598734465
ENSG00000198690	8.786388716	-0.602652316	0.731736865	-0.823591573	0.410171666	0.599466599
ENSG00000186908	10.0317963	-0.565685483	0.687050357	-0.823353743	0.41030686	0.59959261
ENSG00000099308	28.27364251	0.370785755	0.450425984	0.823189087	0.410400474	0.599657835
ENSG00000111652	13.42546644	0.637461693	0.774502357	0.82305972	0.410474033	0.599693746
ENSG00000165392	13.36550887	-0.477832145	0.58092207	-0.822540871	0.410769136	0.600033319
ENSG00000130382	48.50399398	0.276704833	0.336427947	0.822478738	0.410804483	0.600033319
ENSG00000151498	8.425403586	0.675502314	0.821908486	0.821870471	0.411150621	0.600435603
ENSG00000151413	2.966124635	1.265040947	1.539325117	0.821815309	0.41118202	0.600435603
ENSG00000259494	2.964955065	1.264498949	1.538813664	0.821736237	0.411227031	0.600435603
ENSG00000113648	53.85060913	-0.246821636	0.300485643	-0.821409082	0.411413292	0.600635933
ENSG00000156858	21.79183269	0.412058489	0.501862692	0.82105822	0.411613107	0.600855999
ENSG00000160058	23.70648161	0.395814643	0.482550508	0.820255363	0.412070547	0.601308666
ENSG00000160695	19.94941857	0.439968107	0.536302489	0.820373046	0.412003476	0.601308666
ENSG00000170581	21.56591509	0.406779851	0.495912023	0.820266161	0.412064393	0.601308666
ENSG00000155275	9.946371756	-0.533567162	0.650562393	-0.820162935	0.412123228	0.60131387
ENSG00000011304	93.98352773	0.192178985	0.234404291	0.819861206	0.412295234	0.601493155
ENSG00000109917	19.65430706	0.425518687	0.519630874	0.818886462	0.412851195	0.602119545
ENSG00000131398	7.139286814	0.768886284	0.938906467	0.818916805	0.412833881	0.602119545
ENSG00000130159	14.23199466	0.503151894	0.614461797	0.818849758	0.412872138	0.602119545
ENSG00000143155	8.896510305	0.656361367	0.801946017	0.818460785	0.413094125	0.602299795
ENSG00000206530	4.843400091	0.986400631	1.205126942	0.818503509	0.413069739	0.602299795
ENSG00000184613	38.32182702	0.31173305	0.380953561	0.818296721	0.413187778	0.602364607
ENSG00000173889	35.8706201	0.318191854	0.38893081	0.818119434	0.413288993	0.602440426
ENSG00000115365	14.23246249	0.503212278	0.615203934	0.81796011	0.413379965	0.602501299
ENSG00000135972	6.911747238	-0.619954931	0.758363524	-0.817490441	0.41364821	0.602820502
ENSG00000161956	6.672858378	0.801596524	0.980882805	0.817219468	0.413803019	0.602932511
ENSG00000101460	10.33841511	0.59103977	0.723264434	0.817183511	0.413823564	0.602932511
ENSG00000089022	10.87754617	0.592018809	0.724857939	0.816737704	0.414078339	0.603160156
ENSG00000196943	23.82586268	-0.353205134	0.432449943	-0.816753799	0.414069139	0.603160156
ENSG00000189050	3.876420978	-0.843234761	1.032688205	-0.816543422	0.414189399	0.603178401
ENSG00000167384	3.876420978	-0.843234761	1.032688205	-0.816543422	0.414189399	0.603178401
ENSG00000163291	2.809868776	1.275068313	1.56282217	0.815875496	0.414571348	0.603591035
ENSG00000184277	9.87530653	-0.558515436	0.684514434	-0.815929378	0.414540528	0.603591035
ENSG00000120742	14.00422889	-0.482606147	0.592274951	-0.81483464	0.41516697	0.604386351
ENSG00000089123	6.684426153	-0.648413349	0.796327712	-0.814254408	0.415499222	0.604798119
ENSG00000116731	48.36918306	-0.268005344	0.329281109	-0.813910476	0.415696239	0.60490818
ENSG00000127419	9.790817639	-0.528564476	0.649429934	-0.813889919	0.415708017	0.60490818
ENSG00000125386	54.44200173	-0.233591724	0.287129955	-0.813540069	0.415908483	0.60490818
ENSG00000175416	17.58620925	0.452068455	0.555741147	0.813451473	0.415959258	0.60490818
ENSG00000185163	10.87848183	0.591823818	0.727354984	0.813665722	0.415836476	0.60490818
ENSG00000136379	2.96472115	1.263620597	1.55393638	0.813173958	0.416118328	0.60490818
ENSG00000167971	8.896744219	0.655950705	0.806347517	0.813483878	0.415940686	0.60490818
ENSG00000187624	2.96472115	1.263620597	1.55393638	0.813173958	0.416118328	0.60490818
ENSG00000124228	32.1039365	-0.305723213	0.375939684	-0.813224105	0.416089582	0.60490818
ENSG00000197808	2.96635855	1.2644134	1.554661767	0.813304493	0.416043502	0.60490818
ENSG00000075240	8.894872906	0.65568257	0.805737713	0.813766763	0.415778579	0.60490818
ENSG00000114767	21.46098511	0.440414588	0.541986294	0.81259359	0.416451108	0.604960953
ENSG00000204356	24.67915101	0.401772304	0.494315749	0.812784752	0.416341479	0.604960953
ENSG00000008256	21.32587209	0.422567868	0.519812009	0.812924405	0.416261401	0.604960953
ENSG00000165943	12.63289835	0.538855799	0.662950442	0.812814602	0.416324362	0.604960953
ENSG00000010539	5.280423566	-0.719035071	0.884823663	-0.812630925	0.416429696	0.604960953
ENSG00000108946	85.93795075	0.199242916	0.245144341	0.812757559	0.416357073	0.604960953
ENSG00000204967	6.686749871	0.739058959	0.909973361	0.812176477	0.416690375	0.605175966
ENSG00000119946	6.687217699	0.739157818	0.91010994	0.812163218	0.416697982	0.605175966
ENSG00000168172	13.45257082	-0.507439902	0.625184827	-0.811663815	0.416984563	0.605520342
ENSG00000134910	44.88388564	0.362953468	0.44729934	0.81143305	0.417117026	0.605640862
ENSG00000180929	2.316162532	-1.099504608	1.355396213	-0.811205312	0.417247776	0.605758866
ENSG00000197912	25.31946943	0.370383962	0.457049087	0.810381144	0.417721152	0.606374207
ENSG00000137841	2.316864274	-1.098635941	1.356135031	-0.810122824	0.417869588	0.606517767
ENSG00000213339	8.668721391	0.642909686	0.79495306	0.808739181	0.418665186	0.607600507
ENSG00000103932	31.97446748	0.324944712	0.401861307	0.808599154	0.418745752	0.6076454
ENSG00000165209	6.687685528	0.739474365	0.916118944	0.807181611	0.419561859	0.60868537
ENSG00000109065	6.686282043	0.739165362	0.915688261	0.807223804	0.419537554	0.60868537
ENSG00000142279	18.05521074	0.441892198	0.547699928	0.806814417	0.419773412	0.608920128
ENSG00000088035	3.720632947	-0.829555414	1.028974005	-0.806196667	0.42012946	0.60936441
ENSG00000140386	13.14029302	-0.493210484	0.612046215	-0.805838632	0.4203359	0.609591616
ENSG00000171700	2.81010269	1.275931413	1.584345165	0.805336767	0.420625371	0.60993917
ENSG00000103496	16.14290096	0.468907843	0.582331846	0.805224454	0.420690168	0.609960886
ENSG00000146067	27.6852518	0.366021168	0.454633612	0.805090425	0.420767501	0.610000772
ENSG00000142867	5.507978565	-0.679336689	0.84394221	-0.804956407	0.420844836	0.61004065
ENSG00000101955	9.194194874	0.679837272	0.845112624	0.804433933	0.42114641	0.610221307
ENSG00000181704	6.843941387	0.733157122	0.911323588	0.804497033	0.421109982	0.610221307
ENSG00000184232	6.84300573	0.732983999	0.911043946	0.804553943	0.421077129	0.610221307
ENSG00000111339	2.699739476	-1.024735373	1.273920468	-0.804395092	0.421168835	0.610221307
ENSG00000173171	10.87894965	0.590835315	0.7353684	0.803454861	0.421711877	0.610935808
ENSG00000134709	2.543249703	-1.001706157	1.247855046	-0.802742402	0.422123639	0.61095398
ENSG00000135253	2.543249703	-1.001706157	1.247855046	-0.802742402	0.422123639	0.61095398
ENSG00000123496	2.543249703	-1.001706157	1.247855046	-0.802742402	0.422123639	0.61095398
ENSG00000254093	2.543249703	-1.001706157	1.247855046	-0.802742402	0.422123639	0.61095398
ENSG00000007376	9.038640757	0.688625765	0.857732153	0.802844761	0.422064467	0.61095398
ENSG00000176974	7.225896356	-0.636213596	0.79214051	-0.803157505	0.421883704	0.61095398
ENSG00000072954	2.543249703	-1.001706157	1.247855046	-0.802742402	0.422123639	0.61095398
ENSG00000185721	8.668253563	0.642742216	0.800302431	0.803124157	0.421902976	0.61095398
ENSG00000087448	28.13478686	0.357616312	0.445676992	0.80241143	0.422315003	0.611158698
ENSG00000114933	16.30009247	0.465495789	0.580257786	0.802222392	0.422424326	0.611244654
ENSG00000179241	8.511529876	0.648619145	0.808999588	0.801754605	0.422694922	0.611563925
ENSG00000198551	6.842771816	0.732694808	0.914691788	0.801029175	0.423114756	0.612099014
ENSG00000136169	3.720399033	-0.828948054	1.035005367	-0.800911841	0.423182685	0.612124954
ENSG00000196689	6.912916809	-0.619314757	0.77386493	-0.800287922	0.423543999	0.612575214
ENSG00000145293	8.825445079	0.637648421	0.797024309	0.800036353	0.423689735	0.612595929
ENSG00000197579	8.825678993	0.637680303	0.79709631	0.800004083	0.423708431	0.612595929
ENSG00000167549	5.124869449	-0.708731819	0.885903146	-0.8000105	0.423704714	0.612595929
ENSG00000011454	29.17447587	-0.331167203	0.414032022	-0.799858913	0.423792545	0.612645192
ENSG00000010810	23.24996813	0.385773145	0.482673825	0.799241899	0.424150162	0.613089779
ENSG00000197969	30.2191153	0.330250285	0.413255438	0.799143229	0.424207366	0.61310008
ENSG00000158552	8.825912907	0.637588472	0.798356486	0.798626281	0.424507144	0.613460926
ENSG00000141027	98.526444	0.179746553	0.225110954	0.798479817	0.424592101	0.613511282
ENSG00000156675	8.670124876	0.642987291	0.805404699	0.798340626	0.424672849	0.613555545
ENSG00000068394	20.64957554	-0.377007707	0.472543519	-0.797826427	0.424971223	0.613883185
ENSG00000166411	5.017056155	0.8951055	1.121999624	0.797777005	0.424999908	0.613883185
ENSG00000076650	7.156234614	-0.680570186	0.853304478	-0.797570157	0.425119975	0.613984176
ENSG00000113966	2.543015788	-1.002007973	1.256825199	-0.797253249	0.425303966	0.614032601
ENSG00000188312	2.543015788	-1.002007973	1.256825199	-0.797253249	0.425303966	0.614032601
ENSG00000187049	2.543015788	-1.002007973	1.256825199	-0.797253249	0.425303966	0.614032601
ENSG00000101298	7.071262472	0.746413718	0.93637194	0.797133795	0.425373331	0.614060334
ENSG00000183048	6.685814214	0.739488543	0.927990354	0.796870937	0.425525991	0.61420829
ENSG00000204444	2.543483617	-1.001600427	1.257127354	-0.796737437	0.425603536	0.614247801
ENSG00000054654	124.9890022	-0.15292572	0.192028951	-0.796368045	0.425818146	0.614485097
ENSG00000117298	38.78618923	0.295748275	0.371584705	0.795910786	0.426083891	0.614723672
ENSG00000121579	4.860098553	0.905401678	1.137523638	0.795940979	0.426066341	0.614723672
ENSG00000204262	2.739037464	1.223270561	1.538534773	0.795088016	0.426562305	0.614799772
ENSG00000132394	14.16165432	-0.486792318	0.611865153	-0.795587583	0.426271786	0.614799772
ENSG00000142102	2.738569636	1.223033109	1.538323543	0.795042834	0.426588586	0.614799772
ENSG00000178878	2.739037464	1.223270561	1.538534773	0.795088016	0.426562305	0.614799772
ENSG00000150977	2.738569636	1.223033109	1.538323543	0.795042834	0.426588586	0.614799772
ENSG00000182957	2.738569636	1.223033109	1.538323543	0.795042834	0.426588586	0.614799772
ENSG00000103061	2.739037464	1.223270561	1.538534773	0.795088016	0.426562305	0.614799772
ENSG00000196839	5.679295487	-0.825619552	1.03830349	-0.79516207	0.426519233	0.614799772
ENSG00000159915	2.738569636	1.223033109	1.538323543	0.795042834	0.426588586	0.614799772
ENSG00000116030	6.719928305	-0.834874209	1.050646421	-0.79462909	0.426829292	0.614857162
ENSG00000129055	4.103975977	-0.784133344	0.986714495	-0.794691218	0.426793142	0.614857162
ENSG00000140743	17.71567055	-0.431559596	0.543074576	-0.794659914	0.426811356	0.614857162
ENSG00000132623	4.103975977	-0.784133344	0.986714495	-0.794691218	0.426793142	0.614857162
ENSG00000186416	11.80454869	-0.482473441	0.607537421	-0.794146047	0.427110414	0.615045024
ENSG00000121068	108.6591174	0.173669185	0.218670059	0.794206511	0.427075219	0.615045024
ENSG00000184983	8.452439331	-0.892752452	1.1241554	-0.794153951	0.427105813	0.615045024
ENSG00000144228	2.895527238	1.214706484	1.530810708	0.793505349	0.427483454	0.615321435
ENSG00000134461	2.895527238	1.214706484	1.530810708	0.793505349	0.427483454	0.615321435
ENSG00000134758	2.895059409	1.214491503	1.530605843	0.793471101	0.4275034	0.615321435
ENSG00000089091	2.895059409	1.214491503	1.530605843	0.793471101	0.4275034	0.615321435
ENSG00000104388	18.8069275	-0.418530106	0.52754655	-0.793351992	0.427572773	0.615348944
ENSG00000177830	29.41399057	0.386040343	0.486944806	0.792780492	0.427905724	0.615683368
ENSG00000174446	6.684192239	-0.646810459	0.81580937	-0.792845096	0.427868079	0.615683368
ENSG00000012660	54.89570825	-0.227431768	0.287039696	-0.792335595	0.428165022	0.615911687
ENSG00000101843	8.386815052	-0.551310518	0.69577339	-0.792370801	0.4281445	0.615911687
ENSG00000096433	14.31835487	0.487315539	0.615266666	0.792039559	0.42833761	0.616087566
ENSG00000113851	4.791138554	0.873758657	1.104909848	0.790796334	0.429062849	0.616334209
ENSG00000164236	4.791138554	0.873758657	1.104909848	0.790796334	0.429062849	0.616334209
ENSG00000120265	15.15262058	-0.468306156	0.592121549	-0.790895309	0.429005086	0.616334209
ENSG00000075142	39.82735036	-0.266128623	0.336499608	-0.790873499	0.429017815	0.616334209
ENSG00000130429	2.738335722	1.2231911	1.546314414	0.791036473	0.428922708	0.616334209
ENSG00000178764	5.004334233	0.968510952	1.223441538	0.791628305	0.428577437	0.616334209
ENSG00000275074	5.156379637	0.947251378	1.197603597	0.790955689	0.428969849	0.616334209
ENSG00000165699	23.02381662	0.380688662	0.481165084	0.791180978	0.42883839	0.616334209
ENSG00000166439	22.97932702	-0.373903547	0.472612133	-0.791142506	0.428860837	0.616334209
ENSG00000151491	4.791138554	0.873758657	1.104909848	0.790796334	0.429062849	0.616334209
ENSG00000105559	12.40534335	0.529117069	0.668631061	0.791343837	0.428743374	0.616334209
ENSG00000107566	4.634414867	0.882592361	1.116261995	0.790667752	0.429137899	0.616369697
ENSG00000130811	68.7690415	0.21329005	0.269825853	0.790472996	0.429251587	0.616460666
ENSG00000074582	4.791372468	0.87380982	1.106052558	0.790025586	0.429512826	0.616554223
ENSG00000129595	4.79090464	0.873683062	1.105904921	0.790016434	0.429518171	0.616554223
ENSG00000172458	5.665170081	-0.689114416	0.872218277	-0.790071057	0.429486272	0.616554223
ENSG00000161860	2.472184476	-1.129998413	1.430282998	-0.790052328	0.429497209	0.616554223
ENSG00000132970	10.0176709	-0.508767454	0.644210138	-0.789753877	0.42967152	0.616660566
ENSG00000215440	4.103508149	-0.784807107	0.993782567	-0.78971712	0.429692991	0.616660566
ENSG00000100116	6.68838727	0.740422698	0.93779999	0.78953157	0.429801386	0.616743831
ENSG00000117245	2.894825495	1.213992584	1.538285152	0.789185661	0.430003502	0.616889251
ENSG00000161558	2.895761152	1.214434587	1.538703192	0.789258509	0.429960932	0.616889251
ENSG00000143434	38.03873569	0.293161361	0.372131977	0.787788686	0.43082032	0.617275211
ENSG00000162961	4.791606383	0.873838183	1.109440875	0.787638352	0.430908274	0.617275211
ENSG00000176087	12.23659948	0.572514132	0.726623268	0.787910542	0.430749035	0.617275211
ENSG00000080298	13.12289281	-0.450699968	0.572241355	-0.787604678	0.430927978	0.617275211
ENSG00000170442	2.246968619	-1.220003209	1.547867969	-0.788182994	0.430589675	0.617275211
ENSG00000076248	10.42524314	0.570284492	0.723288819	0.788460263	0.430427533	0.617275211
ENSG00000165516	4.790670726	0.873579185	1.109137901	0.787619992	0.430919017	0.617275211
ENSG00000103528	2.966826378	1.262347668	1.602567487	0.787703281	0.430870286	0.617275211
ENSG00000073969	15.63602039	-0.461854006	0.585706505	-0.788541705	0.430379914	0.617275211
ENSG00000172315	4.634180953	0.882942728	1.120174401	0.788218984	0.430568627	0.617275211
ENSG00000070423	18.17031272	-0.412830461	0.523937596	-0.787938229	0.430732838	0.617275211
ENSG00000182310	5.507276822	-0.679879822	0.86249332	-0.788272565	0.430537291	0.617275211
ENSG00000080031	14.31765313	0.48708904	0.618034139	0.78812643	0.430622757	0.617275211
ENSG00000185246	5.351722706	-0.671733452	0.853202161	-0.787308662	0.4311012	0.617451099
ENSG00000119632	12.09212989	0.540058064	0.686338875	0.786867951	0.431359171	0.617748313
ENSG00000112290	30.12994813	0.339501629	0.431584025	0.786640861	0.431492132	0.617794197
ENSG00000169918	2.881167917	1.328609277	1.688882893	0.786679338	0.431469602	0.617794197
ENSG00000004766	11.64876065	-0.477928547	0.607700653	-0.786453898	0.431601618	0.617806455
ENSG00000261221	35.58682702	0.297326078	0.378038403	0.786497021	0.431576364	0.617806455
ENSG00000176915	32.59902309	0.317660113	0.404083755	0.786124436	0.43179459	0.618010424
ENSG00000112367	8.441868134	0.628721978	0.799915576	0.785985418	0.43187603	0.618054732
ENSG00000157833	28.67064312	0.355867885	0.453037779	0.785514811	0.43215179	0.618377088
ENSG00000025039	4.70641575	0.921659482	1.173694467	0.785263548	0.432299063	0.618515535
ENSG00000175455	27.24125718	-0.348600916	0.444429331	-0.784378735	0.432817912	0.619144984
ENSG00000135406	2.738101808	1.223534906	1.560124566	0.784254625	0.432890718	0.619144984
ENSG00000139726	2.738101808	1.223534906	1.560124566	0.784254625	0.432890718	0.619144984
ENSG00000116983	6.460130528	0.721828043	0.920651464	0.784040509	0.433016341	0.619182749
ENSG00000165410	4.635350523	0.884088175	1.127609957	0.784037219	0.433018271	0.619182749
ENSG00000119782	4.92952638	0.936158861	1.194423974	0.783774339	0.433172534	0.619330997
ENSG00000131089	4.790436812	0.873443228	1.114748626	0.783533801	0.433313713	0.61938601
ENSG00000198000	11.49156914	-0.473797275	0.604869302	-0.783305208	0.433447905	0.61938601
ENSG00000111596	17.92933406	-0.390184367	0.498101536	-0.783343032	0.4334257	0.61938601
ENSG00000102900	19.76795278	0.497682107	0.635383862	0.783277853	0.433463966	0.61938601
ENSG00000142227	4.790436812	0.873443228	1.114748626	0.783533801	0.433313713	0.61938601
